SNPName	SNPChr	SNPChrPos	ProbeName	ProbeChr	ProbeCenterChrPos	OverallZScore
cg25087423	11	118754487	ENSG00000160683	11	118761491	7.997451
cg20863339	3	71804005	ENSG00000170837	3	71804424	7.9972233
cg12873119	20	23067723	ENSG00000101439	20	23613822	7.993591
cg16150047	1	145042763	ENSG00000225241	1	144607509	7.9877792
cg24152605	19	57050311	ENSG00000166770	19	57000327	7.98698
cg04180953	18	28743026	ENSG00000134765	18	28726009	-7.9865382
cg13828236	7	80970	ENSG00000177706	7	246840	7.986294
cg27316939	16	302804	ENSG00000167930	16	302243	7.9853988
cg05928186	7	27187102	ENSG00000106004	7	27181979	7.9843274
cg04792777	14	106322429	ENSG00000226777	14	106387831	-7.9835533
cg07703701	1	144926938	ENSG00000178104	1	144956171	-7.982041
cg01116831	16	2190356	ENSG00000103355	16	2835951	-7.9794616
cg00649377	6	30881728	ENSG00000204580	6	30856065	-7.9780671
cg11734329	19	7460623	ENSG00000198816	19	7583045	7.9731003
cg26337998	5	140749783	ENSG00000178913	5	140699193	7.973158
cg21201830	11	2323056	ENSG00000064201	11	2331328	-7.9725157
cg22511368	19	55281057	ENSG00000125498	19	55288518	7.9722029
cg17238065	11	64974573	ENSG00000172500	11	65653611	-7.9713551
cg22319311	8	98290310	ENSG00000180543	8	98287946	-7.9697336
cg09135866	19	53238498	ENSG00000182986	19	53383994	7.969361
cg24082440	21	33672138	ENSG00000205927	21	34399828	7.9677924
cg25824217	6	33040535	ENSG00000204287	6	32410221	7.9675712
cg22128328	7	157389633	ENSG00000155093	7	157856115	-7.964045
cg08965235	11	65325158	ENSG00000168056	11	65316338	-7.9622658
cg10992419	3	192597807	ENSG00000180611	3	192575277	-7.9607878
cg08641278	10	73848716	ENSG00000107742	10	73833791	-7.959744
cg11964823	6	31466678	ENSG00000137312	6	30702998	-7.9593045
cg17799033	7	157476281	ENSG00000155093	7	157856115	-7.9582296
cg26191576	14	75389668	ENSG00000198208	14	75380378	7.9554919
cg05541267	3	50647326	ENSG00000114737	3	50646591	-7.9532429
cg10843343	12	53297979	ENSG00000111057	12	53344670	-7.947081
cg20154206	2	128458192	ENSG00000136715	2	128742242	7.946137
cg00936728	1	159772194	ENSG00000181036	1	159778171	-7.9431383
cg10420527	11	68138505	ENSG00000175463	11	67174473	-7.9418483
cg03146949	19	56879662	ENSG00000240225	19	56885332	7.9407731
cg05820066	16	75145843	ENSG00000166816	16	75148213	7.9403744
cg09279736	6	30039355	ENSG00000204632	6	29796823	-7.9399293
cg10933186	5	140719254	ENSG00000178913	5	140699193	-7.939931
cg26879581	17	46719981	ENSG00000260027	17	46700818	7.9394477
cg00971309	6	32809960	ENSG00000240065	6	32819637	7.9384887
cg26395331	3	111856140	ENSG00000174500	3	111845920	7.937072
cg12424646	8	37699507	ENSG00000020181	8	37672061	7.9359395
cg13101072	6	3849818	ENSG00000145945	6	3850585	7.9347589
cg22587479	2	219738226	ENSG00000115596	2	219731749	7.9329178
cg25074794	10	45958837	ENSG00000107551	10	45472513	7.932591
cg08894588	16	58027893	ENSG00000182885	16	57713037	-7.9307558
cg07368127	17	44230994	ENSG00000266918	17	43610073	-7.9272761
cg06545464	6	32299601	ENSG00000237441	6	33263266	-7.9256129
cg24188163	8	39782018	ENSG00000131203	8	39772878	-7.9255457
cg12052497	18	3011932	ENSG00000101577	18	2965152	-7.92332
cg14289429	9	134139878	ENSG00000050555	9	133927164	-7.9223532
cg16061301	6	28885999	ENSG00000204713	6	28881272	-7.9192653
cg09069072	1	15482705	ENSG00000171729	1	15513002	7.9177709
cg18930910	6	30039151	ENSG00000204632	6	29796823	-7.9162783
cg25470197	22	17598511	ENSG00000183307	22	17599723	7.9152331
cg14827056	8	141550491	ENSG00000261655	8	142364484	7.9153273
cg20299697	3	138069423	ENSG00000158186	3	138095457	7.9140729
cg23114435	1	167442564	ENSG00000198821	1	167443862	7.9130891
cg15002250	2	236619397	ENSG00000157985	2	236718965	7.9125036
cg14494812	17	48940991	ENSG00000141232	17	48942461	-7.9097867
cg13030331	2	241497599	ENSG00000144504	2	241463732	7.9089185
cg23754918	7	2653685	ENSG00000136295	7	2688010	7.9064799
cg18838701	19	55668612	ENSG00000105048	19	55652442	-7.905886
cg00435063	7	157454207	ENSG00000155093	7	157856115	7.9038861
cg02895698	16	303117	ENSG00000167930	16	302243	7.903909
cg10624914	13	114103429	ENSG00000153531	13	114092049	-7.9033878
cg18005867	4	206232	ENSG00000250312	4	141082	-7.9029191
cg23845574	10	135051222	ENSG00000151650	10	135053304	-7.8983833
cg05468843	11	117857942	ENSG00000160683	11	118761491	-7.8958238
cg01133215	6	45399681	ENSG00000124813	6	45463990	-7.8911665
cg02322879	3	196065189	ENSG00000145107	3	196054163	7.8913629
cg04225089	17	73874417	ENSG00000132481	17	73872449	-7.8853766
cg08623091	2	209224999	ENSG00000144407	2	209471832	-7.8836897
cg00095930	12	109569116	ENSG00000076555	12	109630215	7.8839953
cg07816074	4	8201560	ENSG00000125089	4	8213314	-7.8820174
cg23063647	4	206291	ENSG00000250312	4	141082	-7.8820507
cg11862551	6	29817963	ENSG00000204632	6	29796823	7.8822949
cg24646951	15	35147272	ENSG00000140199	15	34577860	-7.8817152
cg26343358	6	31275666	ENSG00000234745	6	31323307	7.8808243
cg18315638	19	58458572	ENSG00000179909	19	58214657	7.8809607
cg00226923	6	36972027	ENSG00000146192	6	36985134	-7.8805256
cg02999224	14	23284511	ENSG00000092067	14	23587669	7.8790573
cg15391491	2	25383356	ENSG00000115138	2	25387747	-7.8774515
cg19855470	22	40060788	ENSG00000100346	22	40026250	-7.8764251
cg08841552	9	140444378	ENSG00000130653	9	140399695	-7.8725882
cg01489441	16	1764063	ENSG00000138834	16	1788251	-7.8702486
cg16368146	6	29943377	ENSG00000235821	6	29718715	-7.8694419
cg03705621	21	46898789	ENSG00000182871	21	46879343	-7.8681096
cg13054523	17	81055674	ENSG00000178927	17	80404585	-7.8647284
cg02904996	6	33039412	ENSG00000223865	6	33049340	7.8638137
cg16044480	11	72451373	ENSG00000175591	11	72938370	7.8585319
cg05853013	6	30882165	ENSG00000204580	6	30856065	7.8572562
cg01652244	6	74063982	ENSG00000080007	6	74115881	-7.8563896
cg14124415	21	28212755	ENSG00000154734	21	28213167	-7.8538362
cg21917349	15	29213860	ENSG00000034053	15	29270073	-7.85397
cg10476003	6	31540169	ENSG00000204482	6	31555293	-7.8532285
cg05890785	19	53811704	ENSG00000197928	19	53744864	7.8506217
cg23791626	17	65542844	ENSG00000108946	17	66478612	-7.8497768
cg03290827	17	75180760	ENSG00000129657	17	75147988	-7.8462809
cg13644197	17	81039772	ENSG00000176845	17	81045215	7.8454309
cg07642463	19	57703860	ENSG00000196724	19	58440006	7.8427937
cg22037249	6	33037690	ENSG00000231389	6	33040449	-7.842221
cg15537254	20	30073351	ENSG00000149531	20	29622933	-7.8408659
cg13358873	2	69271042	ENSG00000163219	2	68980349	-7.8385662
cg19429281	19	53496738	ENSG00000182986	19	53383994	7.8380127
cg04609694	6	44204009	ENSG00000112759	6	44194565	-7.8372555
cg17343167	5	177542555	ENSG00000113758	5	176892505	-7.8370653
cg26299044	17	39021540	ENSG00000108244	17	39086417	-7.8335575
cg09279169	19	38147309	ENSG00000181666	19	37832003	7.8302441
cg07924874	19	58609793	ENSG00000196724	19	58440006	-7.8290573
cg24470734	17	33759600	ENSG00000267547	17	33731124	-7.8285579
cg02216481	17	7942137	ENSG00000179593	17	7947393	-7.8271731
cg15992932	6	30899405	ENSG00000137312	6	30702998	-7.8262127
cg24072927	7	157809451	ENSG00000155093	7	157856115	-7.8259908
cg02415661	19	16308183	ENSG00000186204	19	15795775	-7.8256278
cg07895657	22	50616420	ENSG00000073150	22	50613941	7.8233355
cg13185413	6	30039202	ENSG00000204632	6	29796823	7.822687
cg14140379	4	6695380	ENSG00000163993	4	6696846	7.8215676
cg09088625	3	46246578	ENSG00000172215	3	45986135	7.818556
cg25693132	3	51740693	ENSG00000164082	3	51746857	-7.817636
cg16094352	14	24642269	ENSG00000100918	14	24645262	-7.8177672
cg09435890	16	90144740	ENSG00000260528	16	90206275	7.8161152
cg05833946	8	1847951	ENSG00000104728	8	1839474	-7.8150217
cg05366160	6	33039481	ENSG00000204257	6	32926630	7.8148253
cg21452411	16	2908163	ENSG00000005001	16	2905449	-7.8144767
cg24833981	1	159771858	ENSG00000181036	1	159778171	-7.8145361
cg14074174	19	7986206	ENSG00000104976	19	7986668	7.8121957
cg08491487	6	30039130	ENSG00000204632	6	29796823	7.8107096
cg13995453	12	9759653	ENSG00000111796	12	9753814	-7.8098738
cg17892169	17	7452644	ENSG00000239697	17	7458566	7.8093429
cg15309910	20	23067691	ENSG00000125810	20	23063481	7.8075721
cg04919592	7	2607232	ENSG00000136295	7	2688010	-7.8042313
cg19851574	6	167178233	ENSG00000071242	6	167071395	7.8034286
cg04742719	7	100463711	ENSG00000087077	7	100467918	7.8031825
cg12749246	6	29520965	ENSG00000204632	6	29796823	7.7987678
cg11003133	1	159046343	ENSG00000163568	1	159074580	-7.7977837
cg07152925	21	48024635	ENSG00000160307	21	48021998	-7.7944262
cg25075776	6	30848828	ENSG00000204580	6	30856065	-7.7932215
cg06824199	1	47157761	ENSG00000117480	1	46869728	7.7934134
cg25476565	5	125930017	ENSG00000164904	5	125904321	7.7920057
cg20449685	19	58545680	ENSG00000179909	19	58214657	-7.7908143
cg21764708	7	151493581	ENSG00000164885	7	150753258	7.7909153
cg13464117	7	157348113	ENSG00000155093	7	157856115	7.7902261
cg15209604	7	46018431	ENSG00000146674	7	45956711	-7.7899898
cg10230885	1	6524252	ENSG00000215788	1	6523733	-7.7870073
cg21723861	17	39686628	ENSG00000173757	17	40389955	7.7866102
cg06249604	6	30039206	ENSG00000204632	6	29796823	-7.7863309
cg24517501	1	92952654	ENSG00000162676	1	92946376	-7.7839912
cg26626525	19	12163582	ENSG00000171291	19	11977053	7.778704
cg15008743	19	53142058	ENSG00000167766	19	53145531	7.7776739
cg02773588	3	48698519	ENSG00000008300	3	48687125	-7.7765879
cg17831694	17	78929900	ENSG00000175866	17	79050090	7.7765643
cg12032103	18	67610411	ENSG00000150637	18	67563716	7.7735913
cg04466743	20	19915794	ENSG00000132669	20	19925133	7.7733009
cg09941143	19	50059702	ENSG00000126460	19	50089087	7.772644
cg04293877	9	35039801	ENSG00000137076	9	35714668	-7.7723949
cg24871714	19	37095466	ENSG00000181666	19	37832003	-7.7701642
cg00674365	19	57019069	ENSG00000166770	19	57000327	-7.7681193
cg06899953	19	12163631	ENSG00000171291	19	11977053	7.7676641
cg13788027	11	8190179	ENSG00000166405	11	8159099	7.7671761
cg14967066	11	314293	ENSG00000185885	11	314389	-7.7647985
cg10211019	19	37328794	ENSG00000232677	19	36813294	-7.7638816
cg20251943	10	407673	ENSG00000151240	10	527906	7.7628772
cg19668234	3	46759401	ENSG00000206549	3	46803834	-7.7625064
cg25255850	17	46625284	ENSG00000173917	17	46620848	7.7614419
cg23193639	7	45961078	ENSG00000146674	7	45956711	-7.760063
cg18368116	14	21436271	ENSG00000169385	14	21424103	7.7575952
cg20945221	1	28423646	ENSG00000159023	1	29330078	7.7566104
cg02662362	6	33084766	ENSG00000231389	6	33040449	-7.7559748
cg24068468	10	5488535	ENSG00000173848	10	5477470	-7.7541203
cg14414943	1	111770718	ENSG00000064886	1	111764727	7.7519521
cg22478679	13	114103598	ENSG00000153531	13	114092049	-7.7515198
cg05705212	3	45984743	ENSG00000172215	3	45986135	7.7512136
cg19739906	2	138722278	ENSG00000150540	2	138747760	7.7511102
cg18512948	14	24641658	ENSG00000100918	14	24645262	7.7490607
cg03343571	6	30039175	ENSG00000204632	6	29796823	-7.7476281
cg24727290	6	30850820	ENSG00000204580	6	30856065	-7.7473052
cg15835620	17	26903872	ENSG00000109107	17	26902207	-7.7467669
cg18597415	19	40229318	ENSG00000105205	19	40225279	-7.7461193
cg16055914	6	30231887	ENSG00000204632	6	29796823	7.7443582
cg01208873	1	15127769	ENSG00000189337	1	15184869	-7.7433551
cg18114235	19	11998660	ENSG00000171291	19	11977053	7.7432589
cg20307885	7	27130090	ENSG00000106004	7	27181979	7.7426547
cg02346997	19	7733835	ENSG00000104918	19	7734632	-7.7422914
cg08188890	19	52901271	ENSG00000221923	19	52881109	-7.7410555
cg18337287	19	930823	ENSG00000064932	19	1140959	-7.7406012
cg14080050	9	33158977	ENSG00000086062	9	33135717	-7.7400936
cg15382302	6	3848866	ENSG00000145945	6	3850585	-7.7401735
cg27366072	12	12222865	ENSG00000111276	12	12871648	7.7396931
cg16078649	6	30039418	ENSG00000204632	6	29796823	7.7392297
cg26713179	19	52772323	ENSG00000170954	19	53623731	-7.7357642
cg11279918	19	58739805	ENSG00000179909	19	58214657	7.7346079
cg10373607	20	51592177	ENSG00000182463	20	51848214	-7.7305498
cg02012483	6	30131522	ENSG00000204632	6	29796823	7.7307377
cg25522181	2	96933235	ENSG00000158050	2	96810042	7.729896
cg23480021	3	22412746	ENSG00000151789	3	21937363	-7.7270754
cg11267810	20	19866978	ENSG00000132669	20	19925133	7.7270967
cg14713139	19	53811826	ENSG00000197928	19	53744864	7.7271014
cg22221025	1	110185996	ENSG00000213366	1	110231408	7.7269849
cg06738887	15	60687962	ENSG00000182718	15	60667207	-7.7262738
cg03727968	1	167451830	ENSG00000198821	1	167443862	7.7252418
cg24527881	1	45187582	ENSG00000198520	1	45165813	7.7239915
cg00502509	7	1956073	ENSG00000136295	7	2688010	7.7215561
cg02963119	16	450922	ENSG00000103202	16	453546	-7.7192692
cg18177814	16	50730881	ENSG00000167207	16	50747251	-7.7189914
cg16079541	6	30848846	ENSG00000204580	6	30856065	7.7187655
cg20313969	2	112939562	ENSG00000144152	2	112920876	7.7174731
cg22940798	6	32805554	ENSG00000204261	6	32813067	-7.7122177
cg07769421	17	80816803	ENSG00000141556	17	80805332	7.712271
cg04742143	6	32186115	ENSG00000237541	6	32712055	-7.7106488
cg15605858	15	29395884	ENSG00000034053	15	29270073	7.7100213
cg09961645	19	19932115	ENSG00000256229	19	20294668	7.7086775
cg03719642	20	62570024	ENSG00000198276	20	62579477	-7.7067903
cg13318543	12	29931999	ENSG00000133687	12	29795732	7.7051379
cg19769301	1	149147577	ENSG00000253193	1	149349403	7.7045169
cg14483431	3	195934165	ENSG00000163958	3	195931314	-7.7040652
cg22117188	3	52347940	ENSG00000010327	3	52543932	7.7040291
cg17422460	6	31632123	ENSG00000204438	6	31631533	-7.7028169
cg13420413	1	2346967	ENSG00000149527	1	2397194	-7.7029987
cg20076126	14	69784059	ENSG00000072110	14	69393508	-7.700555
cg00303541	3	51741232	ENSG00000164082	3	51746857	-7.7002004
cg06343355	6	29520975	ENSG00000204632	6	29796823	-7.6999994
cg27229664	16	85096618	ENSG00000153786	16	85026464	7.6982619
cg27294324	5	169070017	ENSG00000145936	5	169810924	-7.6976348
cg05323879	17	46642056	ENSG00000182742	17	46655174	-7.6966596
cg10666909	6	32820249	ENSG00000168394	6	32817370	7.6964786
cg17111087	1	167407466	ENSG00000198821	1	167443862	-7.6930183
cg14936008	14	107259966	ENSG00000211899	14	106321336	7.6927176
cg16942632	12	121726240	ENSG00000110931	12	121705804	-7.6887592
cg26682068	19	57610641	ENSG00000196724	19	58440006	7.6889769
cg02638136	6	30122388	ENSG00000137312	6	30702998	7.6879787
cg12782654	11	66085251	ENSG00000174807	11	66083236	-7.6822621
cg17084044	1	1150416	ENSG00000186827	1	1148112	-7.6823537
cg08116408	6	30112728	ENSG00000137312	6	30702998	-7.682132
cg09232358	14	23015657	ENSG00000211829	14	22933351	-7.6810872
cg03078690	6	33235456	ENSG00000204287	6	32410221	-7.6804246
cg03409151	5	125929623	ENSG00000164904	5	125904321	7.6798685
cg06618474	14	105952123	ENSG00000182809	14	105942899	7.6779272
cg07007165	17	3872418	ENSG00000182557	17	4364243	7.6756805
cg05503887	11	34641925	ENSG00000121691	11	34477040	-7.6749149
cg13918754	6	30039332	ENSG00000204632	6	29796823	-7.6747476
cg22365276	15	60688574	ENSG00000182718	15	60667207	-7.6742133
cg17317439	19	12075960	ENSG00000171291	19	11977053	7.6739616
cg18073883	6	32780861	ENSG00000241106	6	32782682	-7.6728204
cg00478851	11	7534281	ENSG00000166387	11	7606443	7.6726667
cg12974394	1	150522218	ENSG00000143382	1	150527648	7.6724482
cg00288824	15	26108615	ENSG00000206190	15	26016368	7.6717389
cg09825327	1	211503219	ENSG00000082512	1	211524122	7.669626
cg15473904	9	140446993	ENSG00000130653	9	140399695	7.6695597
cg26510738	6	29924404	ENSG00000204632	6	29796823	-7.6623219
cg03478448	16	56945735	ENSG00000205336	16	57671754	7.66222
cg03975694	19	38042424	ENSG00000267470	19	38059032	7.6619947
cg23750151	6	32808456	ENSG00000240065	6	32819637	-7.6580924
cg21784096	1	151799073	ENSG00000143365	1	151791447	-7.6555494
cg05751055	6	33036504	ENSG00000231389	6	33040449	-7.655597
cg10709727	6	31698145	ENSG00000204396	6	31739237	-7.6542199
cg17974398	6	31239276	ENSG00000234745	6	31323307	7.6532558
cg22376081	19	57862242	ENSG00000179909	19	58214657	7.651996
cg03460027	10	390280	ENSG00000151240	10	527906	-7.6484559
cg16857548	18	3011917	ENSG00000101577	18	2965152	7.6486915
cg15006101	5	140627399	ENSG00000178913	5	140699193	-7.6472148
cg00947782	6	30039142	ENSG00000204632	6	29796823	-7.6466382
cg22056094	5	140719962	ENSG00000178913	5	140699193	-7.6456105
cg10118167	12	94676497	ENSG00000136040	12	94621975	-7.6453913
cg16861076	8	11421546	ENSG00000136573	8	11386811	7.6445375
cg17433678	10	3135716	ENSG00000067057	10	3144808	7.642246
cg12355110	19	57617706	ENSG00000127903	19	57178585	7.6412615
cg00578032	19	38308021	ENSG00000181666	19	37832003	7.6413675
cg01725872	22	45635600	ENSG00000100364	22	45612382	-7.6395275
cg23519969	3	39371797	ENSG00000228168	3	39376950	7.6369409
cg09809672	1	236557634	ENSG00000186197	1	236579888	7.6349285
cg24749688	19	20278144	ENSG00000256229	19	20294668	-7.6321047
cg03298834	6	29945437	ENSG00000238024	6	29961184	-7.6317963
cg26522157	19	49003034	ENSG00000142235	19	49002487	-7.631586
cg23892310	17	80816654	ENSG00000141556	17	80805332	7.6293093
cg08431931	22	42394659	ENSG00000183066	22	42424594	7.6293106
cg10852165	12	121570568	ENSG00000089041	12	121597249	7.6288117
cg15636087	19	58194098	ENSG00000083814	19	58235055	-7.6276973
cg02316713	21	43619559	ENSG00000160179	21	43668576	-7.6269695
cg08376583	6	32222444	ENSG00000196126	6	32552085	-7.6237263
cg01436998	19	38308215	ENSG00000267470	19	38059032	7.6239776
cg05365532	19	55128350	ENSG00000186818	19	55168575	-7.6224851
cg10512886	12	54779319	ENSG00000161642	12	54773999	-7.6225461
cg09938479	1	178455864	ENSG00000075391	1	178255754	-7.6213456
cg03601372	19	37267026	ENSG00000181666	19	37832003	7.6208387
cg13738327	11	68139185	ENSG00000084207	11	67352598	-7.6202899
cg15681626	11	64739253	ENSG00000168070	11	64722273	7.6192841
cg02453013	16	1297491	ENSG00000197253	16	1278743	-7.6173448
cg16243079	7	142428246	ENSG00000211753	7	142428734	7.6173277
cg07163845	14	106071603	ENSG00000211891	14	106066144	7.6157928
cg11211486	3	46033752	ENSG00000172215	3	45986135	7.6149316
cg26916621	17	46657298	ENSG00000182742	17	46655174	7.6129903
cg01612681	11	2322338	ENSG00000064201	11	2331328	-7.61164
cg13681325	2	87020377	ENSG00000153563	2	87023624	7.6104482
cg14684854	2	241901817	ENSG00000233392	2	241900451	7.6100072
cg01863596	15	29348365	ENSG00000034053	15	29270073	7.6078962
cg26110733	1	111773180	ENSG00000064886	1	111764727	7.6072461
cg01402255	1	153800651	ENSG00000160712	1	154409797	-7.6060013
cg14186187	4	206282	ENSG00000250312	4	141082	7.6062972
cg23333513	19	38210837	ENSG00000198182	19	38195738	-7.6049869
cg21680719	1	38466677	ENSG00000183386	1	38466860	-7.6037528
cg10638415	19	56879369	ENSG00000127903	19	57178585	-7.6035486
cg26062476	14	103583177	ENSG00000166165	14	103987722	-7.6029942
cg00366435	12	6896105	ENSG00000089692	12	6884649	-7.6009343
cg26270899	9	139590760	ENSG00000187796	9	139262244	7.6010254
cg17627559	11	2323896	ENSG00000064201	11	2331328	-7.5992637
cg15700636	11	57156002	ENSG00000198561	11	57553866	7.5995715
cg03917473	17	38764244	ENSG00000126353	17	38715872	-7.5979833
cg06237983	7	27187269	ENSG00000106004	7	27181979	7.5980883
cg17547928	4	737930	ENSG00000090316	4	1308787	-7.5969855
cg12672189	6	32427820	ENSG00000196126	6	32552085	7.5945072
cg18975055	11	74977199	ENSG00000137486	11	75019049	-7.5933333
cg13626881	1	203059130	ENSG00000143847	1	203021747	-7.5926116
cg16470760	12	6898217	ENSG00000010610	12	6912999	-7.5927667
cg11375102	16	1583762	ENSG00000131634	16	1592135	-7.5922334
cg07003407	21	45232553	ENSG00000215458	21	45229043	-7.5917081
cg09552641	19	55173510	ENSG00000186818	19	55168575	7.5914789
cg17515024	1	228644963	ENSG00000181218	1	228645312	7.589862
cg00256485	5	1494980	ENSG00000153395	5	1490343	7.5890708
cg03192598	19	12305854	ENSG00000171291	19	11977053	7.5882834
cg00664634	19	58513648	ENSG00000179909	19	58214657	-7.5879892
cg20102019	20	17592874	ENSG00000125868	20	17569697	-7.5870802
cg01457143	19	52599142	ENSG00000197608	19	52583368	-7.5845205
cg25063165	6	30737388	ENSG00000137312	6	30702998	7.5843822
cg23075558	6	30009745	ENSG00000204632	6	29796823	7.5838653
cg11954557	6	32809266	ENSG00000240065	6	32819637	-7.5833109
cg15094605	6	29429298	ENSG00000204632	6	29796823	7.5826464
cg01869896	1	40420251	ENSG00000131238	1	40550877	7.5823637
